bus_line_id,driver_name,bus_color,bus_start_time,bus_end_time,bus_built_date,bus_route,bus_price(R$),bus_integrity,bus_company,bus_capacity
944,Martie Marlor,#65dc31,1:49 AM,11:05 AM,2011-08-30,Largo do Machado-Jardim Botânico,1201234.56,0.62,Sawayn-Huel,60
945,Fritz Munns,#cbd55a,7:15 AM,5:14 PM,2021-03-30,rota não atribuída,1345678.9,0.73,"Prohaska, Mitchell and Harris",60
946,Lucilia Thecham,#bf854d,11:06 AM,11:12 AM,2016-03-07,Botafogo-Jardim Botânico,1389012.34,0.63,"Welch, Boyle and Larson",49
947,Karlie Trude,#0eac83,9:50 AM,9:03 AM,2008-02-10,Jardim Botânico-Ipanema,1156789.01,0.8,"Dare, Macejkovic and Kozey",37
948,motorista não atribuído,#55b6d8,11:10 AM,5:05 PM,2022-10-08,Gávea-Copacabana,589012.34,0.63,"Ebert, Schuppe and Bauch",54
949,Benni Blackmuir,#b30393,1:43 AM,11:10 AM,2002-10-15,Glória-Leme,1367890.12,0.58,"Haag, Farrell and Marks",42
950,Laurence Cauderlie,#9b6b0d,4:06 AM,10:01 AM,2010-01-03,Largo do Machado-Urca,1145678.9,0.95,Larson LLC,36
951,Denyse Pooley,#482284,6:42 AM,8:52 AM,2019-07-29,rota não atribuída,923456.78,0.95,Miller LLC,43
952,motorista não atribuído,#250fb7,2:45 AM,9:42 AM,2011-06-16,Jardim Botânico-Leblon,1334567.89,0.57,"Mante, Pouros and Gerhold",42
953,Piggy Lindelof,#804574,4:56 AM,8:45 AM,2007-04-24,Urca-Largo do Machado,723456.78,0.52,Doyle-Ferry,31
954,Maxy Ligerton,#7a44f6,9:37 AM,4:53 PM,2008-08-31,Jardim Oceânico-Leme,512345.67,0.99,McLaughlin Inc,50
955,Abigale Branno,#3675c9,2:52 PM,11:19 AM,2014-09-24,rota não atribuída,556789.01,0.69,Rippin-Dare,44
956,Roz Husbands,#cb2dc9,2:31 PM,12:27 PM,2011-01-18,Gávea-Botafogo,678901.23,0.51,"Koelpin, Okuneva and Marks",50
957,motorista não atribuído,#84d694,6:39 AM,7:10 PM,2018-09-05,Jardim Oceânico-Glória,1356789.01,0.51,Leffler-Doyle,40
958,Ronda Duignan,#ff31b5,1:45 PM,2:10 PM,2011-06-29,Copacabana-Ipanema,901234.56,0.8,Walker Group,32
959,Devonna Keepin,#507ae7,3:37 AM,8:21 AM,2019-10-22,Centro-Barra da Tijuca,1456789.01,0.68,"DuBuque, Stanton and Durgan",46
960,Jordon Dell Casa,#bb02f1,7:30 AM,9:48 AM,2021-07-01,Urca-Leblon,667890.12,0.62,Corwin-Russel,37
961,Marchall Amis,#c7d528,1:04 AM,3:10 PM,2021-07-14,Largo do Machado-Copacabana,745678.9,0.8,Fadel-Emard,30
962,Adriano Castiello,#d0f9b6,3:28 AM,11:30 AM,2007-02-14,São Conrado-Glória,1101234.56,0.68,Hane and Sons,46
963,Nolana Allanby,#93ee25,10:04 AM,11:07 AM,2006-07-20,Jardim Botânico-Leblon,912345.67,0.57,Welch-Zemlak,46
964,Marja Loidl,#edeae1,12:23 AM,1:59 PM,2021-02-26,Lapa-Gávea,1090123.45,0.58,Cummings-Hamill,50
965,Milly Saunders,#75026e,12:15 AM,2:03 PM,2016-12-30,Leme-Botafogo,1090123.45,0.84,Prohaska Group,54
966,Carri Charkham,#dfb59b,1:23 AM,8:37 AM,2006-11-20,Centro-Barra da Tijuca,989012.34,0.95,Bosco LLC,34
967,Carly Anespie,#816001,4:14 AM,10:15 PM,2006-07-29,Glória-Jardim Oceânico,1445678.9,0.95,Lubowitz and Sons,58
968,Inessa Sweetlove,#6067fe,11:49 AM,7:14 PM,2010-05-04,rota não atribuída,1445678.9,0.95,"Gibson, Will and Emmerich",60
969,Lonnard Tixier,#5fd14f,1:10 PM,10:29 AM,2017-01-31,Copacabana-Ipanema,1356789.01,0.99,MacGyver and Sons,31
970,Cara Bladge,#1b9496,3:15 PM,2:09 PM,2011-07-15,rota não atribuída,923456.78,0.51,Hegmann Inc,33
971,Alvin Brookwell,#1714c2,4:47 PM,8:52 PM,2020-10-21,Barra da Tijuca-Centro,1312345.67,0.68,"Hand, Kulas and Grant",58
972,Cicily Traise,#2acebf,9:20 AM,8:57 PM,2019-09-05,São Conrado-Urca,601234.56,0.99,Kuhn Group,58
973,Edeline Santora,#27211b,1:41 AM,11:39 PM,2015-09-12,Barra da Tijuca-Leblon,1278901.23,0.69,Sawayn-Jacobi,48
974,Kareem Goulborne,#7fc2d6,2:58 AM,6:56 AM,2010-02-11,Centro-Leme,790123.45,0.9,"Schneider, DuBuque and Schmitt",31
975,Leticia Bielfeld,#4a9f47,7:10 AM,9:21 AM,2004-05-11,Largo do Machado-Barra da Tijuca,578901.23,0.52,"Mante, Yundt and Leffler",52
976,Anne-corinne Apedaile,#788551,3:28 AM,12:50 PM,2020-02-08,Copacabana-Barra da Tijuca,1078901.23,0.84,Fadel-Bernhard,56
977,Rob Francescoccio,#e6c8bc,12:36 AM,10:38 PM,2004-08-20,Urca-Lapa,1356789.01,0.62,"Crooks, Zieme and Hills",55
978,Magdalene Vearncomb,#2669a1,8:11 AM,9:24 AM,2013-09-09,Urca-Botafogo,1267890.12,0.9,Hilll LLC,48
979,Ernest Henderson,#1444e8,8:10 AM,7:55 PM,2017-01-06,Largo do Machado-Copacabana,1334567.89,0.71,Purdy LLC,41
980,Madalena Finden,#2a1419,12:37 AM,11:28 PM,2011-08-14,Leme-Urca,1156789.01,0.52,"Smith, Stamm and Cummings",49
981,Cesya De Domenico,#5bdefe,12:43 PM,9:51 AM,2019-11-21,Barra da Tijuca-Centro,645678.9,0.9,"Cummerata, O'Keefe and Cassin",48
982,Rod Benduhn,#e112dc,12:39 AM,1:29 PM,2020-03-01,Glória-Jardim Oceânico,1489012.34,0.8,Jones LLC,42
983,Junina Thelwll,#766a6b,8:32 AM,2:04 PM,2003-12-08,São Conrado-Glória,612345.67,0.79,Will-Kris,49
984,Madlin Studdert,#0ca107,4:38 PM,11:36 AM,2005-07-30,Urca-Leblon,1345678.9,0.52,Turcotte-Leffler,58
985,Fergus Mattam,#a20c5f,11:30 AM,9:21 AM,2010-10-21,Leblon-Botafogo,1256789.01,0.74,Kuhn-Russel,43
986,Vinny Brightwell,#9efdaa,6:33 AM,8:21 PM,2012-05-17,Leme-Gávea,767890.12,0.69,Langosh Group,52
987,Nina Berdale,#3b99e8,3:46 PM,5:27 PM,2007-12-27,Jardim Botânico-São Conrado,612345.67,0.99,Altenwerth Inc,56
988,Adelaida Thunderman,#440eeb,9:45 AM,7:06 AM,2007-05-12,Barra da Tijuca-Leblon,1390123.45,0.9,"Stamm, Weimann and Spinka",36
989,Davita Oda,#2c70b7,6:18 AM,4:58 PM,2022-08-28,Jardim Oceânico-Glória,790123.45,0.57,"Nienow, Lueilwitz and Fisher",53
990,Katharine Dicky,#d1b2b7,10:28 AM,10:13 AM,2003-06-10,Jardim Oceânico-Lapa,1434567.89,0.74,Wolff-Brown,34
991,Kleon Rigler,#0b9d18,6:30 AM,8:07 PM,2016-07-31,Urca-Leblon,701234.56,0.58,Lakin-Veum,50
992,Elka Betjeman,#ba6562,12:00 AM,8:55 AM,2016-12-12,Flamengo-São Conrado,1301234.56,0.74,"Spinka, Wilkinson and Thiel",34
993,Ursulina Shepcutt,#173b8f,2:41 AM,6:05 AM,2007-02-10,Jardim Botânico-Leblon,1378901.23,0.9,"Rodriguez, Heathcote and Hand",41
994,Agnesse Curedell,#475307,4:08 PM,7:22 PM,2007-12-13,São Conrado-Urca,867890.12,0.51,Corwin LLC,36
995,Averell Casperri,#d979d5,2:59 PM,11:13 AM,2016-07-16,Flamengo-Largo do Machado,512345.67,0.95,Leffler and Sons,42
996,Brockie Sentinella,#f818d6,2:29 PM,7:46 PM,2006-01-30,rota não atribuída,912345.67,0.95,Lindgren-Dickinson,35
997,Harriett Bennellick,#3e2ffe,4:08 PM,9:58 PM,2002-06-23,Barra da Tijuca-Leblon,723456.78,0.95,Zulauf and Sons,42
998,Jess Pack,#30eee4,4:11 AM,8:28 PM,2014-06-18,Jardim Botânico-São Conrado,667890.12,0.52,Witting-Swift,55
999,motorista não atribuído,#4fcd89,2:05 PM,11:19 AM,2023-04-23,Leme-São Conrado,623456.78,0.95,Tremblay and Sons,43
1000,Muhammad Brigstock,#4e03af,8:52 AM,6:12 AM,2012-05-14,Gávea-Centro,645678.9,0.95,Reinger LLC,43
